Publication,Scenario,Region,Category,Product,Flow,Unit,Year,Value
World Energy Outlook 2021,Stated Policies Scenario,Europe,Energy,Total,Buildings,EJ,2050,19.6
World Energy Outlook 2021,Stated Policies Scenario,European Union,Energy,Total,Buildings,EJ,2010,17.6
World Energy Outlook 2021,Stated Policies Scenario,European Union,Energy,Total,Buildings,EJ,2019,15.3
World Energy Outlook 2021,Stated Policies Scenario,European Union,Energy,Total,Buildings,EJ,2020,14.8
World Energy Outlook 2021,Stated Policies Scenario,European Union,Energy,Total,Buildings,EJ,2030,14.2
World Energy Outlook 2021,Stated Policies Scenario,European Union,Energy,Total,Buildings,EJ,2050,12.9
World Energy Outlook 2021,Stated Policies Scenario,Africa,Energy,Total,Buildings,EJ,2010,11.9
World Energy Outlook 2021,Stated Policies Scenario,Africa,Energy,Total,Buildings,EJ,2019,14.9
World Energy Outlook 2021,Stated Policies Scenario,Africa,Energy,Total,Buildings,EJ,2020,15.1
World Energy Outlook 2021,Stated Policies Scenario,Africa,Energy,Total,Buildings,EJ,2030,17.4
World Energy Outlook 2021,Stated Policies Scenario,Africa,Energy,Total,Buildings,EJ,2050,24
World Energy Outlook 2021,Stated Policies Scenario,Middle East,Energy,Total,Buildings,EJ,2010,5.3
World Energy Outlook 2021,Stated Policies Scenario,Middle East,Energy,Total,Buildings,EJ,2019,6.5
World Energy Outlook 2021,Stated Policies Scenario,Middle East,Energy,Total,Buildings,EJ,2020,6.5
World Energy Outlook 2021,Stated Policies Scenario,Middle East,Energy,Total,Buildings,EJ,2030,8.9
World Energy Outlook 2021,Stated Policies Scenario,Middle East,Energy,Total,Buildings,EJ,2050,14.2
World Energy Outlook 2021,Stated Policies Scenario,Eurasia,Energy,Total,Buildings,EJ,2010,8.4
World Energy Outlook 2021,Stated Policies Scenario,Eurasia,Energy,Total,Buildings,EJ,2019,10.3
World Energy Outlook 2021,Stated Policies Scenario,Eurasia,Energy,Total,Buildings,EJ,2020,9.9
World Energy Outlook 2021,Stated Policies Scenario,Eurasia,Energy,Total,Buildings,EJ,2030,10.5
World Energy Outlook 2021,Stated Policies Scenario,Eurasia,Energy,Total,Buildings,EJ,2050,11.3
World Energy Outlook 2021,Stated Policies Scenario,Russia,Energy,Total,Buildings,EJ,2010,6.2
World Energy Outlook 2021,Stated Policies Scenario,Russia,Energy,Total,Buildings,EJ,2019,7.7
World Energy Outlook 2021,Stated Policies Scenario,Russia,Energy,Total,Buildings,EJ,2020,7.5
World Energy Outlook 2021,Stated Policies Scenario,Russia,Energy,Total,Buildings,EJ,2030,7.8
World Energy Outlook 2021,Stated Policies Scenario,Russia,Energy,Total,Buildings,EJ,2050,7.5
World Energy Outlook 2021,Stated Policies Scenario,Asia Pacific,Energy,Total,Buildings,EJ,2010,39.9
World Energy Outlook 2021,Stated Policies Scenario,Asia Pacific,Energy,Total,Buildings,EJ,2019,45.8
World Energy Outlook 2021,Stated Policies Scenario,Asia Pacific,Energy,Total,Buildings,EJ,2020,46
World Energy Outlook 2021,Stated Policies Scenario,Asia Pacific,Energy,Total,Buildings,EJ,2030,49.6
World Energy Outlook 2021,Stated Policies Scenario,Asia Pacific,Energy,Total,Buildings,EJ,2050,58.2
World Energy Outlook 2021,Stated Policies Scenario,China,Energy,Total,Buildings,EJ,2010,15.6
World Energy Outlook 2021,Stated Policies Scenario,China,Energy,Total,Buildings,EJ,2019,21.4
World Energy Outlook 2021,Stated Policies Scenario,China,Energy,Total,Buildings,EJ,2020,22.2
World Energy Outlook 2021,Stated Policies Scenario,China,Energy,Total,Buildings,EJ,2030,24.3
World Energy Outlook 2021,Stated Policies Scenario,China,Energy,Total,Buildings,EJ,2050,27
World Energy Outlook 2021,Stated Policies Scenario,India,Energy,Total,Buildings,EJ,2010,8.7
World Energy Outlook 2021,Stated Policies Scenario,India,Energy,Total,Buildings,EJ,2019,9.2
World Energy Outlook 2021,Stated Policies Scenario,India,Energy,Total,Buildings,EJ,2020,8.9
World Energy Outlook 2021,Stated Policies Scenario,India,Energy,Total,Buildings,EJ,2030,9.1
World Energy Outlook 2021,Stated Policies Scenario,India,Energy,Total,Buildings,EJ,2050,12.1
World Energy Outlook 2021,Stated Policies Scenario,Japan,Energy,Total,Buildings,EJ,2010,4.3
World Energy Outlook 2021,Stated Policies Scenario,Japan,Energy,Total,Buildings,EJ,2019,3.8
World Energy Outlook 2021,Stated Policies Scenario,Japan,Energy,Total,Buildings,EJ,2020,3.7
World Energy Outlook 2021,Stated Policies Scenario,Japan,Energy,Total,Buildings,EJ,2030,3.6
World Energy Outlook 2021,Stated Policies Scenario,Japan,Energy,Total,Buildings,EJ,2050,3.3
World Energy Outlook 2021,Stated Policies Scenario,Southeast Asia,Energy,Total,Buildings,EJ,2010,5.2
World Energy Outlook 2021,Stated Policies Scenario,Southeast Asia,Energy,Total,Buildings,EJ,2019,4.5
World Energy Outlook 2021,Stated Policies Scenario,Southeast Asia,Energy,Total,Buildings,EJ,2020,4.4
World Energy Outlook 2021,Stated Policies Scenario,Southeast Asia,Energy,Total,Buildings,EJ,2030,5
World Energy Outlook 2021,Stated Policies Scenario,Southeast Asia,Energy,Total,Buildings,EJ,2050,7
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Total,Buildings,EJ,2030,131.6
World Energy Outlook 2021,Announced Pledges Scenario,World,Energy,Total,Buildings,EJ,2050,139
World Energy Outlook 2021,Announced Pledges Scenario,North America,Energy,Total,Buildings,EJ,2030,21.5
World Energy Outlook 2021,Announced Pledges Scenario,North America,Energy,Total,Buildings,EJ,2050,15.8
World Energy Outlook 2021,Announced Pledges Scenario,United States,Energy,Total,Buildings,EJ,2030,18.2
World Energy Outlook 2021,Announced Pledges Scenario,United States,Energy,Total,Buildings,EJ,2050,12.7
World Energy Outlook 2021,Announced Pledges Scenario,Central and South America,Energy,Total,Buildings,EJ,2030,5
World Energy Outlook 2021,Announced Pledges Scenario,Central and South America,Energy,Total,Buildings,EJ,2050,5.8
World Energy Outlook 2021,Announced Pledges Scenario,Brazil,Energy,Total,Buildings,EJ,2030,1.5
World Energy Outlook 2021,Announced Pledges Scenario,Brazil,Energy,Total,Buildings,EJ,2050,1.9
World Energy Outlook 2021,Announced Pledges Scenario,Europe,Energy,Total,Buildings,EJ,2030,19.3
World Energy Outlook 2021,Announced Pledges Scenario,Europe,Energy,Total,Buildings,EJ,2050,15.4
World Energy Outlook 2021,Announced Pledges Scenario,European Union,Energy,Total,Buildings,EJ,2030,13.2
World Energy Outlook 2021,Announced Pledges Scenario,European Union,Energy,Total,Buildings,EJ,2050,9.2
World Energy Outlook 2021,Announced Pledges Scenario,Africa,Energy,Total,Buildings,EJ,2030,17.2
World Energy Outlook 2021,Announced Pledges Scenario,Africa,Energy,Total,Buildings,EJ,2050,23.8
World Energy Outlook 2021,Announced Pledges Scenario,Middle East,Energy,Total,Buildings,EJ,2030,8.9
World Energy Outlook 2021,Announced Pledges Scenario,Middle East,Energy,Total,Buildings,EJ,2050,14.2
World Energy Outlook 2021,Announced Pledges Scenario,Eurasia,Energy,Total,Buildings,EJ,2030,10.5
World Energy Outlook 2021,Announced Pledges Scenario,Eurasia,Energy,Total,Buildings,EJ,2050,11.3
World Energy Outlook 2021,Announced Pledges Scenario,Russia,Energy,Total,Buildings,EJ,2030,7.8
World Energy Outlook 2021,Announced Pledges Scenario,Russia,Energy,Total,Buildings,EJ,2050,7.5
World Energy Outlook 2021,Announced Pledges Scenario,Asia Pacific,Energy,Total,Buildings,EJ,2030,49.1
World Energy Outlook 2021,Announced Pledges Scenario,Asia Pacific,Energy,Total,Buildings,EJ,2050,52.7
World Energy Outlook 2021,Announced Pledges Scenario,China,Energy,Total,Buildings,EJ,2030,24.3
World Energy Outlook 2021,Announced Pledges Scenario,China,Energy,Total,Buildings,EJ,2050,22.6
World Energy Outlook 2021,Announced Pledges Scenario,India,Energy,Total,Buildings,EJ,2030,9.1
World Energy Outlook 2021,Announced Pledges Scenario,India,Energy,Total,Buildings,EJ,2050,12.1
World Energy Outlook 2021,Announced Pledges Scenario,Japan,Energy,Total,Buildings,EJ,2030,3.4
World Energy Outlook 2021,Announced Pledges Scenario,Japan,Energy,Total,Buildings,EJ,2050,2.7
World Energy Outlook 2021,Announced Pledges Scenario,Southeast Asia,Energy,Total,Buildings,EJ,2030,5
World Energy Outlook 2021,Announced Pledges Scenario,Southeast Asia,Energy,Total,Buildings,EJ,2050,7
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Total,Buildings,EJ,2030,110.3
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Total,Buildings,EJ,2050,103.1
World Energy Outlook 2021,Sustainable Development Scenario,North America,Energy,Total,Buildings,EJ,2030,21.3
World Energy Outlook 2021,Sustainable Development Scenario,North America,Energy,Total,Buildings,EJ,2050,15.3
World Energy Outlook 2021,Sustainable Development Scenario,United States,Energy,Total,Buildings,EJ,2030,18.2
World Energy Outlook 2021,Sustainable Development Scenario,United States,Energy,Total,Buildings,EJ,2050,12.7
World Energy Outlook 2021,Sustainable Development Scenario,Central and South America,Energy,Total,Buildings,EJ,2030,4.2
World Energy Outlook 2021,Sustainable Development Scenario,Central and South America,Energy,Total,Buildings,EJ,2050,4.7
World Energy Outlook 2021,Sustainable Development Scenario,Brazil,Energy,Total,Buildings,EJ,2030,1.5
World Energy Outlook 2021,Sustainable Development Scenario,Brazil,Energy,Total,Buildings,EJ,2050,1.9
World Energy Outlook 2021,Sustainable Development Scenario,Europe,Energy,Total,Buildings,EJ,2030,19
World Energy Outlook 2021,Sustainable Development Scenario,Europe,Energy,Total,Buildings,EJ,2050,13.8
World Energy Outlook 2021,Sustainable Development Scenario,European Union,Energy,Total,Buildings,EJ,2030,13.2
World Energy Outlook 2021,Sustainable Development Scenario,European Union,Energy,Total,Buildings,EJ,2050,9.2
World Energy Outlook 2021,Sustainable Development Scenario,Africa,Energy,Total,Buildings,EJ,2030,8.5
World Energy Outlook 2021,Sustainable Development Scenario,Africa,Energy,Total,Buildings,EJ,2050,11.5
World Energy Outlook 2021,Sustainable Development Scenario,Middle East,Energy,Total,Buildings,EJ,2030,7.6
World Energy Outlook 2021,Sustainable Development Scenario,Middle East,Energy,Total,Buildings,EJ,2050,10
World Energy Outlook 2021,Sustainable Development Scenario,Eurasia,Energy,Total,Buildings,EJ,2030,9.3
World Energy Outlook 2021,Sustainable Development Scenario,Eurasia,Energy,Total,Buildings,EJ,2050,6.5
World Energy Outlook 2021,Sustainable Development Scenario,Russia,Energy,Total,Buildings,EJ,2030,7
World Energy Outlook 2021,Sustainable Development Scenario,Russia,Energy,Total,Buildings,EJ,2050,4.7
World Energy Outlook 2021,Sustainable Development Scenario,Asia Pacific,Energy,Total,Buildings,EJ,2030,40.3
World Energy Outlook 2021,Sustainable Development Scenario,Asia Pacific,Energy,Total,Buildings,EJ,2050,41.2
World Energy Outlook 2021,Sustainable Development Scenario,China,Energy,Total,Buildings,EJ,2030,21.7
World Energy Outlook 2021,Sustainable Development Scenario,China,Energy,Total,Buildings,EJ,2050,20.5
World Energy Outlook 2021,Sustainable Development Scenario,India,Energy,Total,Buildings,EJ,2030,6.1
World Energy Outlook 2021,Sustainable Development Scenario,India,Energy,Total,Buildings,EJ,2050,7.8
World Energy Outlook 2021,Sustainable Development Scenario,Japan,Energy,Total,Buildings,EJ,2030,3.4
World Energy Outlook 2021,Sustainable Development Scenario,Japan,Energy,Total,Buildings,EJ,2050,2.7
World Energy Outlook 2021,Sustainable Development Scenario,Southeast Asia,Energy,Total,Buildings,EJ,2030,3.7
World Energy Outlook 2021,Sustainable Development Scenario,Southeast Asia,Energy,Total,Buildings,EJ,2050,4.6
World Energy Outlook 2021,Stated Policies Scenario,World,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2010,32344.5
World Energy Outlook 2021,Stated Policies Scenario,World,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2019,35965.9
World Energy Outlook 2021,Stated Policies Scenario,World,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2020,34156.1
World Energy Outlook 2021,Stated Policies Scenario,World,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,36267.3
World Energy Outlook 2021,Stated Policies Scenario,World,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,33903.2
World Energy Outlook 2021,Stated Policies Scenario,North America,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2010,6423.34
World Energy Outlook 2021,Stated Policies Scenario,North America,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2019,5866.57
World Energy Outlook 2021,Stated Policies Scenario,North America,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2020,5228.85
World Energy Outlook 2021,Stated Policies Scenario,North America,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,4944.16
World Energy Outlook 2021,Stated Policies Scenario,North America,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,3880.99
World Energy Outlook 2021,Stated Policies Scenario,United States,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2010,5417.62
World Energy Outlook 2021,Stated Policies Scenario,United States,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2019,4825.79
World Energy Outlook 2021,Stated Policies Scenario,United States,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2020,4302.73
World Energy Outlook 2021,Stated Policies Scenario,United States,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,3968.62
World Energy Outlook 2021,Stated Policies Scenario,United States,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,2935.86
World Energy Outlook 2021,Stated Policies Scenario,Central and South America,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2010,1143.76
World Energy Outlook 2021,Stated Policies Scenario,Central and South America,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2019,1185.31
World Energy Outlook 2021,Stated Policies Scenario,Central and South America,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2020,1092.62
World Energy Outlook 2021,Stated Policies Scenario,Central and South America,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,1178.85
World Energy Outlook 2021,Stated Policies Scenario,Central and South America,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,1370.28
World Energy Outlook 2021,Stated Policies Scenario,Brazil,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2010,410.66
World Energy Outlook 2021,Stated Policies Scenario,Brazil,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2019,442.72
World Energy Outlook 2021,Stated Policies Scenario,Brazil,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2020,421.01
World Energy Outlook 2021,Stated Policies Scenario,Brazil,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,460.98
World Energy Outlook 2021,Stated Policies Scenario,Brazil,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,531.75
World Energy Outlook 2021,Stated Policies Scenario,Europe,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2010,4632.64
World Energy Outlook 2021,Stated Policies Scenario,Europe,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2019,3976.59
World Energy Outlook 2021,Stated Policies Scenario,Europe,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2020,3642.38
World Energy Outlook 2021,Stated Policies Scenario,Europe,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,3036.15
World Energy Outlook 2021,Stated Policies Scenario,Europe,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,2217.8
World Energy Outlook 2021,Stated Policies Scenario,European Union,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2010,3235.56
World Energy Outlook 2021,Stated Policies Scenario,European Union,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2019,2744.1
World Energy Outlook 2021,Stated Policies Scenario,European Union,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2020,2484.7
World Energy Outlook 2021,Stated Policies Scenario,European Union,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,1957.2
World Energy Outlook 2021,Stated Policies Scenario,European Union,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,1208.03
World Energy Outlook 2021,Stated Policies Scenario,Africa,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2010,1109.33
World Energy Outlook 2021,Stated Policies Scenario,Africa,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2019,1369.52
World Energy Outlook 2021,Stated Policies Scenario,Africa,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2020,1296.57
World Energy Outlook 2021,Stated Policies Scenario,Africa,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,1616.63
World Energy Outlook 2021,Stated Policies Scenario,Africa,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,2287.33
World Energy Outlook 2021,Stated Policies Scenario,Middle East,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2010,1571.86
World Energy Outlook 2021,Stated Policies Scenario,Middle East,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2019,1885.76
World Energy Outlook 2021,Stated Policies Scenario,Middle East,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2020,1849
World Energy Outlook 2021,Stated Policies Scenario,Middle East,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,2149.64
World Energy Outlook 2021,Stated Policies Scenario,Middle East,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,2644.4
World Energy Outlook 2021,Stated Policies Scenario,Eurasia,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2010,2017.43
World Energy Outlook 2021,Stated Policies Scenario,Eurasia,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2019,2165.33
World Energy Outlook 2021,Stated Policies Scenario,Eurasia,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2020,2067.69
World Energy Outlook 2021,Stated Policies Scenario,Eurasia,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,2247.07
World Energy Outlook 2021,Stated Policies Scenario,Eurasia,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,2331.85
World Energy Outlook 2021,Stated Policies Scenario,Russia,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2010,1565.27
World Energy Outlook 2021,Stated Policies Scenario,Russia,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2019,1690.61
World Energy Outlook 2021,Stated Policies Scenario,Russia,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2020,1611.83
World Energy Outlook 2021,Stated Policies Scenario,Russia,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,1727.31
World Energy Outlook 2021,Stated Policies Scenario,Russia,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,1619.13
World Energy Outlook 2021,Stated Policies Scenario,Asia Pacific,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2010,14326.2
World Energy Outlook 2021,Stated Policies Scenario,Asia Pacific,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2019,18219.9
World Energy Outlook 2021,Stated Policies Scenario,Asia Pacific,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2020,18007.4
World Energy Outlook 2021,Stated Policies Scenario,Asia Pacific,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,19568.5
World Energy Outlook 2021,Stated Policies Scenario,Asia Pacific,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,17245.3
World Energy Outlook 2021,Stated Policies Scenario,China,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2010,8765.87
World Energy Outlook 2021,Stated Policies Scenario,China,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2019,11198.4
World Energy Outlook 2021,Stated Policies Scenario,China,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2020,11355.5
World Energy Outlook 2021,Stated Policies Scenario,China,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,11385.1
World Energy Outlook 2021,Stated Policies Scenario,China,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,8340.73
World Energy Outlook 2021,Stated Policies Scenario,India,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2010,1683.11
World Energy Outlook 2021,Stated Policies Scenario,India,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2019,2475.25
World Energy Outlook 2021,Stated Policies Scenario,India,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2020,2304.1
World Energy Outlook 2021,Stated Policies Scenario,India,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,3305.41
World Energy Outlook 2021,Stated Policies Scenario,India,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,3686.51
World Energy Outlook 2021,Stated Policies Scenario,Japan,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2010,1159.1
World Energy Outlook 2021,Stated Policies Scenario,Japan,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2019,1070.48
World Energy Outlook 2021,Stated Policies Scenario,Japan,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2020,996.38
World Energy Outlook 2021,Stated Policies Scenario,Japan,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,797.23
World Energy Outlook 2021,Stated Policies Scenario,Japan,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,513.14
World Energy Outlook 2021,Stated Policies Scenario,Southeast Asia,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2010,1151.98
World Energy Outlook 2021,Stated Policies Scenario,Southeast Asia,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2019,1711.98
World Energy Outlook 2021,Stated Policies Scenario,Southeast Asia,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2020,1673.57
World Energy Outlook 2021,Stated Policies Scenario,Southeast Asia,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,2238.08
World Energy Outlook 2021,Stated Policies Scenario,Southeast Asia,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,2703.46
World Energy Outlook 2021,Announced Pledges Scenario,World,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,33639.5
World Energy Outlook 2021,Announced Pledges Scenario,World,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,20725.5
World Energy Outlook 2021,Announced Pledges Scenario,North America,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,3615.57
World Energy Outlook 2021,Announced Pledges Scenario,North America,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,654.47
World Energy Outlook 2021,Announced Pledges Scenario,United States,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,2834.08
World Energy Outlook 2021,Announced Pledges Scenario,United States,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,128.83
World Energy Outlook 2021,Announced Pledges Scenario,Central and South America,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,1040.45
World Energy Outlook 2021,Announced Pledges Scenario,Central and South America,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,889.33
World Energy Outlook 2021,Announced Pledges Scenario,Brazil,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,355.82
World Energy Outlook 2021,Announced Pledges Scenario,Brazil,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,188.9
World Energy Outlook 2021,Announced Pledges Scenario,Europe,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,2517.99
World Energy Outlook 2021,Announced Pledges Scenario,Europe,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,1044.77
World Energy Outlook 2021,Announced Pledges Scenario,European Union,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,1487.78
World Energy Outlook 2021,Announced Pledges Scenario,European Union,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,133.56
World Energy Outlook 2021,Announced Pledges Scenario,Africa,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,1529.16
World Energy Outlook 2021,Announced Pledges Scenario,Africa,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,1948.3
World Energy Outlook 2021,Announced Pledges Scenario,Middle East,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,2158.81
World Energy Outlook 2021,Announced Pledges Scenario,Middle East,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,2626.28
World Energy Outlook 2021,Announced Pledges Scenario,Eurasia,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,2257.85
World Energy Outlook 2021,Announced Pledges Scenario,Eurasia,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,2336.03
World Energy Outlook 2021,Announced Pledges Scenario,Russia,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,1736.78
World Energy Outlook 2021,Announced Pledges Scenario,Russia,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,1623.77
World Energy Outlook 2021,Announced Pledges Scenario,Asia Pacific,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,19114.5
World Energy Outlook 2021,Announced Pledges Scenario,Asia Pacific,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,9835.86
World Energy Outlook 2021,Announced Pledges Scenario,China,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,11263
World Energy Outlook 2021,Announced Pledges Scenario,China,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,1748
World Energy Outlook 2021,Announced Pledges Scenario,India,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,3301.09
World Energy Outlook 2021,Announced Pledges Scenario,India,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,3675.84
World Energy Outlook 2021,Announced Pledges Scenario,Japan,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,682.28
World Energy Outlook 2021,Announced Pledges Scenario,Japan,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,20.37
World Energy Outlook 2021,Announced Pledges Scenario,Southeast Asia,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,2244.66
World Energy Outlook 2021,Announced Pledges Scenario,Southeast Asia,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,2695.41
World Energy Outlook 2021,Sustainable Development Scenario,World,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,28487.4
World Energy Outlook 2021,Sustainable Development Scenario,World,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,8169.94
World Energy Outlook 2021,Sustainable Development Scenario,North America,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,3496.77
World Energy Outlook 2021,Sustainable Development Scenario,North America,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,279.58
World Energy Outlook 2021,Sustainable Development Scenario,United States,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,2817.37
World Energy Outlook 2021,Sustainable Development Scenario,United States,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,106.56
World Energy Outlook 2021,Sustainable Development Scenario,Central and South America,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2030,933.16
World Energy Outlook 2021,Sustainable Development Scenario,Central and South America,"CO2 combustion, processes, removal",Total,Total all sectors,Mt CO2,2050,484.86
